sents,targets,Logistic Regression,Linear SVM,Neural Net
традиция_NOUN среда_NOUN вечером_ADVB центральный_ADJF парка_NOUN прибрежный_ADJF сад_NOUN зажигать_INFN <NUM_UINT>_NUMR свеча_NOUN,1,0,1,0
включать_VERB электричество_NOUN зажигать_INFN газ_NOUN пить_VERB вода_NOUN продукт_NOUN попасть_PRTF зона_NOUN затопление_NOUN,1,0,0,0
подняться_VERB пол_NOUN зажигать_INFN лампа_NOUN спросить_VERB рудольфи_NOUN сожаление_NOUN мочь_VERB сделать_INFN отозваться_VERB лампочка_NOUN перегореть_VERB,1,1,1,1
днём_ADVB приходиться_VERB зажигать_INFN свеча_NOUN зажигать_INFN+свеча_NOUN зажигать_INFN+свеча_NOUN зажигать_INFN+свеча_NOUN,1,1,1,1
зажигать_INFN особый_ADJF значение_NOUN иметь_VERB,1,1,1,1
затем_ADVB прилепить_INFN свеча_NOUN дно_NOUN коробка_NOUN зажигать_INFN,1,0,0,0
юля_NOUN зажигать_INFN придумать_VERB интересный_ADJF конкурс_NOUN особенно_ADVB запомниться_VERB игра_NOUN зритель_NOUN змейка_NOUN,1,1,1,1
главный_ADJF врач_NOUN санаторий_NOUN евгений_NOUN николай_NOUN никитин_NOUN горячий_ADJF поклонник_NOUN хорошеть_VERB бардовский_ADJF песнь_NOUN неиссякаемый_ADJF энергия_NOUN служить_VERB залог_NOUN фестиваль_NOUN продолжить_VERB крепнуть_INFN зажигать_INFN весь_ADJF новое_NOUN новое_NOUN звезда_NOUN свой_ADJF небосклон_NOUN,1,1,1,1
создать_PRTF баий_NOUN зажигать_INFN карнавал_NOUN миллион_NOUN танцующий_ADJF человек_NOUN,1,1,1,1
сыграть_VERB барабан_NOUN вместе_ADVB афро-американский_ADJF девушка_NOUN зажигать_INFN что-то_NPRO заводной_ADJF переход_NOUN мидтаун_NOUN,1,0,1,0
любить_VERB читать_INFN разный_ADJF мотивировать_PRTF литература_NOUN читать_VERB бизнес_NOUN надеяться_VERB автор_NOUN зажигать_INFN,1,1,1,1
чей-то_ADJF непреднамеренный_ADJF фраза_NOUN мочь_VERB неожиданно_ADVB зажигать_INFN душа_NOUN огонёк_NOUN,1,1,1,1
хех_INTJ уста_NOUN мёд_NOUN пить_INFN дорогулечка_NOUN свышеприятноописать_PRTF перспектива_NOUN прийтись_VERB чуток_ADVB обождать_INFN зато_CONJ засесть_VERB оптом_ADVB весь_ADJF удовольствие_NOUN пледик_NOUN глинтвейн_NOUN зажигать_INFN положить_PRTS,1,1,1,0
собственный_ADJF ребёнок_NOUN душа_NOUN остаться_VERB яркий_ADJF свет_NOUN воспитатель_NOUN суметь_VERB зажигать_INFN,1,1,1,1
имя_NOUN поэт_NOUN якуб_NOUN побывать_PRTF гуща_NOUN борьба_NOUN пережить_PRTF каторга_NOUN ссылка_NOUN сказать_VERB близкий_ADJS поколение_NOUN поэзия_NOUN тютчев_NOUN тревожный_ADJF полный_ADJF горький_NOUN диссонанс_NOUN могучий_ADJF поэзия_NOUN ценный_ADJS именно_PRCL держать_VERB мысль_NOUN чувство_NOUN читатель_NOUN постоянный_ADJF напряжение_NOUN зажигать_INFN тоска_NOUN идеал_NOUN,1,1,1,1
свой_ADJF страсть_NOUN удаться_VERB зажигать_INFN супруг_NOUN канадец_NOUN уильям_NOUN макдугалла_NOUN,1,0,1,1
магия_NOUN внутренний_ADJF огонь_NOUN действовать_VERB жажда_NOUN кровь_NOUN зажигать_INFN дружеский_ADJF юнит_NOUN воля_NOUN победа_NOUN самый_ADJF увеличивать_GRND атака_NOUN дальность_NOUN ход_NOUN,1,1,1,1
роскошный_ADJF белые_NOUN рояль_NOUN образ_NOUN решить_VERB расстаться_INFN команда_NOUN максимум_NOUN показать_GRND уметь_VERB зажигать_INFN сцена_NOUN ребята_NOUN получить_VERB малое_NOUN кивина_NOUN тёмный_ADJF пляж_NOUN,1,0,1,1
бурный_ADJF время_NOUN протекать_PRTF девиз_NOUN секс_NOUN наркотик_NOUN рок-н-ролл_NOUN время_NOUN мир_NOUN любовь_NOUN всеобщий_ADJF свобода_NOUN девушка_NOUN фото_NOUN сей_ADJF пора_NOUN украшать_VERB некоторый_ADJF бар_NOUN сцена_NOUN зажигать_INFN мотив_NOUN хиппи_NOUN появиться_PRTF ритм-энд-блюз_NOUN сей_ADJF+пора_NOUN сей_ADJF+пора_NOUN сей_ADJF+пора_NOUN,1,1,1,1
зажигать_INFN новый_ADJF звезда_NOUN сегмент_NOUN роскошный_ADJF автомобиль_NOUN категория_NOUN,1,0,0,0
народный_ADJF любимица_NOUN зажигать_INFN сцена_NOUN областной_ADJF филармония_NOUN 26_NUMR май_NOUN призвать_VERB владимирец_NOUN большой_COMP дурачиться_INFN,1,1,1,1
берег_NOUN весь_ADJF зажигать_INFN купаться_VERB напиваться_VERB дешёвый_ADJF пиво_NOUN дон_NOUN,1,1,1,1
12_NUMR эпизод_NOUN шарик_NOUN шоу_NOUN увидеть_VERB зажигать_INFN белый_ADJF попугай_NOUN музыка_NOUN круто_ADVB танцевать_VERB обезьяна_NOUN снять_VERB дед_NOUN трусять_VERB пляж_NOUN любительский_ADJF съёмка_NOUN малыш_NOUN задний_ADJF кадр_NOUN собачка_NOUN порита_NOUN подушка_NOUN черепашка_NOUN камера_NOUN ползти_VERB её_ADJF схватить_VERB чайка_NOUN вместе_ADVB камера_NOUN унести_VERB собака_NOUN кружиться_VERB вид_NOUN ехать_PRTF автомобиль_NOUN вертолетофобия_NOUN барсик_NOUN гитара_NOUN хотеть_VERB играть_INFN взять_VERB её_ADJF рука_NOUN тупица_NOUN блять_NOUN,1,0,0,0
весь_ADJF зажигать_INFN сердце_NOUN свой_ADJF раб_NOUN предпринять_VERB необходимый_ADJF усилие_NOUN,1,1,1,1
1_NUMR октябрь_NOUN 31_NUMR декабрь_NOUN компания_NOUN оао_NOUN сан_NOUN инбеть_GRND совместно_ADVB рекламный_ADJF агентство_NOUN проводить_VERB национальный_ADJF промый_ADJS зажигать_INFN качественно_ADVB,1,1,1,1
ребята_NOUN подготовить_PRTS колледж_NOUN отбираться_VERB талантливый_ADJF увлечь_PRTF химия_NOUN ребята_NOUN начало_NOUN обучение_NOUN способный_ADJS делать_INFN научный_ADJF работа_NOUN сразу_ADVB вовлекаться_VERB процесс_NOUN зажигаться_VERB зажигать_INFN,1,1,1,1
микшироваться_VERB весь_ADJF нужно_PRED зажигать_INFN нынешний_ADJF летом_ADVB,1,1,1,1
круглый_ADJF стол_NOUN проект_NOUN конкурс_NOUN фонд_NOUN династия_NOUN зажигать_INFN наполнить_INFN пробудить_INFN молодёжь_NOUN интерес_NOUN естественный_ADJF наука_NOUN роль_NOUN сетевой_ADJF взаимодействие_NOUN учитель_NOUN биология_NOUN химия_NOUN,1,1,1,1
свойственный_ADJS гражданственность_NOUN чувство_NOUN причастность_NOUN дело_NOUN родина_NOUN ответственность_NOUN самостоятельность_NOUN мышление_NOUN умение_NOUN зажигать_INFN коллектив_NOUN свой_ADJF творческий_ADJF заряд_NOUN,1,1,1,1
красивый_ADJS талантливый_ADJS уметь_VERB зажигать_INFN зал_NOUN,1,1,1,1
заявлять_VERB хотеть_VERB юла_NOUN вернуться_INFN идти_VERB тусить_INFN например_CONJ вчера_ADVB видеть_VERB какой-то_ADJF азиатка_NOUN зажигать_INFN целоваться_VERB,1,1,1,1
надя_NOUN ермаков_NOUN зажигать_INFN девушка_NOUN наверное_ADVB заколдовать_VERB влад_NOUN имя_NOUN интересно_ADVB вдвоём_ADVB,1,1,1,1
зажигать_INFN сделать_GRND пара_NOUN финт_NOUN сноуборд_NOUN лыжа_NOUN,1,1,1,1
кома_NOUN надоесть_VERB пресный_ADJF катание_NOUN хотеть_VERB зажигать_INFN дать_INFN рок_NOUN,1,1,1,1
молодожён_NOUN решать_VERB рискнуть_INFN зажигать_INFN свадьба_NOUN весёлый_ADJF танец_NOUN,1,1,1,1
чувственный_ADJF вулкан_NOUN гвоздик_NOUN усиливать_VERB половый_ADJF влечение_NOUN зажигать_INFN кровь_NOUN мысль_NOUN,1,0,0,0
любить_VERB весь_ADJF трюк_NOUN просто_PRCL зажигать_INFN удовольствие_NOUN,1,1,1,1
николай_NOUN зажигать_INFN полный_ADJF бегать_VERB сторона_NOUN сцена_NOUN стараться_GRND уделить_INFN внимание_NOUN весь_ADJF,1,1,1,1
сказать_VERB вчера_ADVB дискотека_NOUN зажигать_INFN случиться_VERB что-то_NPRO пожар_NOUN случиться_VERB,1,1,1,0
проснуться_GRND утром_ADVB подойти_GRND зеркало_NOUN видеть_VERB милый_ADJF детский_ADJF личико_NOUN веснушка_NOUN потрепать_PRTF локон_NOUN след_NOUN вчерашний_ADJF косметика_NOUN остаток_NOUN укладка_NOUN усталый_ADJF глаз_NOUN правильно_ADVB весь_ADJF ночь_NOUN вчера_ADVB зажигать_INFN дискотека_NOUN сладко_ADVB спасть_VERB обнимка_NOUN плюшевый_ADJF маленькая_NOUN хотеться_VERB скорее_CONJ вырастить_VERB стать_INFN взрослый_ADJF весь_ADJF+ночь_NOUN весь_ADJF+ночь_NOUN весь_ADJF+ночь_NOUN,1,1,1,0
зажигать_INFN глаз_NOUN согревать_VERB сердце_NOUN говорить_GRND тело_NOUN становиться_VERB божественно_ADVB прекрасный_ADJF минута_NOUN подчиняться_GRND свой_ADJF женственность_NOUN любим_NOUN грешный_ADJS святой_ADJS,1,1,1,1
очень_ADVB легко_ADVB зажигать_INFN друг_NOUN друг_NOUN вопить_VERB свинцовый_ADJF мерзость_NOUN власть_NOUN очень_ADVB+легко_ADVB друг_NOUN+друг_NOUN очень_ADVB+легко_ADVB друг_NOUN+друг_NOUN очень_ADVB+легко_ADVB друг_NOUN+друг_NOUN,1,1,1,1
важный_ADJS обучать_INFN сегодняшний_ADJF бизнесмен_NOUN важный_COMP завтрашний_ADJF зажигать_INFN интерес_NOUN жизнь_NOUN показать_INFN перспектива_NOUN стремиться_INFN,1,1,1,1
волнующий_ADJF зажигать_INFN эмоция_NOUN танец_NOUN живот_NOUN,1,1,1,1
великолепный_ADJF песчаный_ADJF пляж_NOUN обрамлять_VERB лазурный_ADJF мор_NOUN экзотический_ADJF подводный_ADJF мир_NOUN менее_ADVB экзотический_ADJF тропический_ADJF джунгли_NOUN ресторан_NOUN изысканный_ADJF кухня_NOUN морепродукт_NOUN самый_ADJF вкусный_ADJF свет_NOUN фрукт_NOUN ночное_NOUN клуб_NOUN веселиться_INFN зажигать_INFN утро_NOUN,1,0,0,0
зажигать_INFN помощь_NOUN простой_NOUN одновременно_ADVB шикарный_ADJF очень_ADVB короткий_ADJF причёска_NOUN,1,1,1,1
зажигать_INFN музыка_NOUN стиль_NOUN диско_NOUN,1,1,1,1
вдохновлять_VERB зажигать_INFN работа_NOUN,1,1,1,1
найти_INFN каждый_ADJF именно_PRCL слово_NOUN нуждаться_VERB счастие_NOUN именно_PRCL говорить_VERB анжелика_NOUN валерий_NOUN мочь_VERB зажигать_INFN свет_NOUN сердце_NOUN свой_ADJF ученик_NOUN звать_INFN добро_NOUN задавать_INFN цель_NOUN видеть_INFN смысл_NOUN любой_NPRO дело_NOUN зажигать_INFN+свет_NOUN зажигать_INFN+свет_NOUN зажигать_INFN+свет_NOUN,1,1,1,1
желание_NOUN продлить_INFN ощущение_NOUN молодость_NOUN зажигать_INFN испытать_INFN сильный_ADJF чувство_NOUN,1,1,1,1
очевидный_ADJF бог_NOUN зажигать_INFN пастор_NOUN огонь_NOUN служение_NOUN,1,0,1,0
надеяться_VERB заметка_NOUN помочь_VERB зажигать_INFN огонь_NOUN любовь_NOUN дом_NOUN зажигать_INFN+огонь_NOUN зажигать_INFN+огонь_NOUN зажигать_INFN+огонь_NOUN,1,1,1,1
хороший_ADJF бармен_NOUN город_NOUN готовить_VERB коктейль_NOUN мастер_NOUN продемонстрировать_VERB чудо_NOUN пиро_NOUN танцевальный_ADJF фитнес_NOUN клуб_NOUN зажигать_INFN танцпол_NOUN разножанровый_ADJF певица_NOUN исполнять_VERB свой_ADJF песнь_NOUN,1,1,1,1
летописец_NOUN характеризовать_VERB каир_NOUN яркий_ADJF неординарный_ADJF личность_NOUN способный_ADJF зажигать_INFN собственный_ADJF патриотизм_NOUN народ_NOUN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN,1,1,1,1
порой_ADVB необходимый_ADJS мужество_NOUN решимость_NOUN зажигать_INFN именно_PRCL слабый_ADJF огонёк_NOUN разгореться_VERB яркий_ADJF свет_NOUN вера_NOUN хороший_ADJF будущее_NOUN,1,1,1,1
давать_VERB сила_NOUN рука_NOUN зажигать_INFN негасимый_ADJF пламя_NOUN сердце_NOUN,1,1,1,1
разноголосий_ADJF ещё_PRCL костра_NOUN зажигать_INFN палатка_NOUN ржать_VERB просто_PRCL храпеть_VERB,1,0,1,0
ровность_NOUN мягкость_NOUN обращение_NOUN крайний_ADJF скромность_NOUN полный_ADJF спокойствие_NOUN боев_NOUN обстановка_NOUN умение_NOUN разбираться_INFN человек_NOUN действовать_INFN психика_NOUN огромный_ADJF способность_NOUN учитывать_INFN люба_NOUN момент_NOUN любой_ADJF обстановка_NOUN использовать_INFN постоянный_ADJF чувство_NOUN ответственность_NOUN доверенный_ADJF человек_NOUN полный_ADJF отсутствие_NOUN сухой_ADJF формализм_NOUN постоянный_ADJF связь_NOUN близость_NOUN войско_NOUN какой-то_ADJF особый_ADJF чутьё_NOUN благодаря_PREP являться_VERB ответственный_ADJF момент_NOUN наиболее_ADVB опасный_ADJF место_NOUN зажигать_INFN вера_NOUN победа_NOUN войско_NOUN пользоваться_VERB свой_ADJF положение_NOUN делить_VERB наравне_ADVB войско_NOUN весь_ADJF горесть_NOUN радость_NOUN бессонный_ADJF часть_NOUN 1_NUMR,1,1,1,1
зажигать_INFN танцующий_ADJF смотреть_PRTF,1,1,1,1
кстати_CONJ руль_NOUN жена_NOUN часто_ADVB зажигать_INFN последствие_NOUN хотеться_VERB некий_ADJF девайс_NOUN ноут_NOUN поставить_INFN возить_INFN коленка_NOUN очень_ADVB удобно_ADVB,1,1,1,1
зато_CONJ порадовать_VERB одинокий_ADJF юноша_NOUN зажигать_INFN,1,1,1,1
привести_VERB память_NOUN сокурсник_NOUN обожать_VERB бритый_ADJS обожать_VERB зажигать_INFN пение_NOUN бритый_ADJS низойти_VERB сцена_NOUN пошлый_ADJS проход_NOUN близко_ADVB,1,0,1,0
вильвинец_NOUN отмечать_GRND закрытие_NOUN арт_NOUN послать_VERB зажигать_INFN заводной_ADJF ритм_NOUN попмузыка_NOUN незнакомый_ADJF звук_NOUN африканский_ADJF австралийский_ADJF инструмент_NOUN группа_NOUN яроса_NOUN,1,1,1,1
зажигать_INFN получиться_VERB создать_PRTS несуетливый_ADJF спокойный_ADJF езда_NOUN,1,1,1,1
знаменитый_ADJF французский_ADJF певица_NOUN ванесса_NOUN паради_NOUN записать_VERB дуэт_NOUN отец_NOUN свой_ADJF ребёнок_NOUN джонни_NOUN депп_NOUN также_CONJ чуждый_ADJS музыкальный_ADJF эксперимент_NOUN голливудский_ADJF актёр_NOUN дело_NOUN попадаться_VERB папарацци_NOUN зажигать_INFN сцена_NOUN различный_ADJF музыкант_NOUN гитарист_NOUN кит_NOUN ричардс_NOUN группа_NOUN поклонник_NOUN пара_NOUN,1,1,1,1
чемпион_NOUN россия_NOUN 2001_NUMR год_NOUN фигурный_ADJF катание_NOUN стать_VERB воспитанник_NOUN алексей_NOUN мишин_NOUN евгений_NOUN плющенко_NOUN суметь_PRTF по-настоящему_ADVB зажигать_INFN зрительный_ADJF зал_NOUN 2001_NUMR+год_NOUN 2001_NUMR+год_NOUN 2001_NUMR+год_NOUN,1,1,1,1
главный_ADJF задача_NOUN педагог_NOUN заинтересовать_INFN ребёнок_NOUN зажигать_INFN сердце_NOUN развивать_INFN творческий_ADJF активность_NOUN навязывать_GRND собственный_ADJF мнение_NOUN вкус_NOUN,1,1,1,1
мощно_ADVB заколбаситься_VERB зажигать_INFN танцполый_ADJS дар_NOUN,1,0,1,0
единодушно_ADVB эксперт_NOUN полагать_VERB текущий_ADJF снижение_NOUN цена_NOUN феррованадий_NOUN мочь_VERB зажигать_INFN новый_ADJF раунд_NOUN закупка_NOUN китайский_ADJF покупатель_NOUN мочь_VERB вернуть_INFN цена_NOUN выше_ADVB килограмм_NOUN,1,1,1,1
оборвать_VERB брянский_ADJF связь_NOUN по-прежнему_ADVB гулять_VERB подруга_NOUN сомнительный_ADJF поведение_NOUN зажигать_INFN ночное_NOUN клуб_NOUN,1,1,1,1
стареть_PRTF вечноперспективный_ADJF захар_NOUN пашутиный_ADJS суметь_VERB зажигать_INFN,1,0,0,0
мустаев_NOUN замечательный_ADJF человек_NOUN зажигать_INFN идея_NOUN создание_NOUN институт_NOUN,1,1,1,1
проводить_VERB рейд_NOUN привозить_VERB камаз_NOUN мототранспорт_NOUN михаил_NOUN анатолий_NOUN гладкий_ADJF самый_ADJF спокойный_ADJF любимый_ADJF слово_NOUN спешить_VERB наталья_NOUN игорь_NOUN головин_NOUN активный_ADJF компанейский_ADJF палочка_NOUN ирина_NOUN олег_NOUN кочнева_NOUN энергичный_ADJF инициативный_ADJF зажигать_INFN человек_NOUN,1,1,1,1
зажигать_INFN огонь_NOUN гнев_NOUN глаз_NOUN огонь_NOUN мочь_VERB бессмертный_ADJF бог_NOUN подключение_NOUN лезвие_NOUN враг_NOUN кровь_NOUN долго_ADVB ждать_VERB страдать_VERB жажда_NOUN зажигать_INFN+огонь_NOUN зажигать_INFN+огонь_NOUN зажигать_INFN+огонь_NOUN,1,1,1,1
менее_ADVB ученик_NOUN способный_ADJF восприятие_NOUN нести_INFN свет_NOUN зажигать_INFN учитель_NOUN,1,1,1,1
пока_ADVB слушатель_NOUN поглощать_VERB тушёнка_NOUN музыкант_NOUN зажигать_INFN,1,0,0,0
мальчишка_NOUN интересно_ADVB работать_INFN азартный_ADJF зажигать_INFN самый_ADJF,1,1,1,1
место_NOUN зажигать_INFN парень_NOUN разгонка_NOUN место_NOUN хороший_ADJF трасса_NOUN дуала_NOUN,1,1,1,1
выразительность_NOUN пластика_NOUN фигура_NOUN восточный_ADJF женщина_NOUN стекло_NOUN терять_VERB свой_ADJF энергетический_ADJF сила_NOUN способный_ADJF зажигать_INFN пламя_NOUN страсть_NOUN газель_NOUN саади_NOUN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN,1,1,1,0
сцена_NOUN дк_NOUN энергетик_NOUN очередной_ADJF зажигать_INFN энергетика_NOUN фестиваль_NOUN художественный_ADJF самодеятельность_NOUN среди_PREP трудовой_ADJF коллектив_NOUN электропрофсоюз_NOUN,1,1,1,1
королева_NOUN песнь_NOUN фигурка_NOUN барби_NOUN буквально_ADVB летать_VERB сцена_NOUN зажигать_INFN зал_NOUN свой_ADJF энергия_NOUN задор_NOUN певческий_ADJF талант_NOUN,1,0,1,0
всякий_ADJF произведение_NOUN искусство_NOUN тема_NOUN иллюстрация_NOUN ещё_PRCL свеча_NOUN зажигать_INFN невинно_ADVB убиенный_ADJF сказать_VERB наталья_NOUN дмитрий_NOUN солженицын_NOUN встреча_NOUN предварять_PRTF премьера_NOUN опера_NOUN день_NOUN иван_NOUN денис_NOUN,1,1,1,1
сеять_VERB день_NOUN клуб_NOUN проводить_VERB масштабный_ADJF вечеринка_NOUN зажигать_INFN новое_NOUN звезда_NOUN небосвод_NOUN клубный_ADJF культура_NOUN сеять_VERB+день_NOUN сеять_VERB+день_NOUN сеять_VERB+день_NOUN,1,1,1,1
развернуть_INFN свой_ADJF волжский_ADJF группа_NOUN корпус_NOUN дать_INFN свой_ADJF соратник_NOUN заслужить_PRTF отдых_NOUN новый_ADJF больший_ADJF пополнение_NOUN ударить_INFN враг_NOUN вести_INFN корпус_NOUN победа_NOUN победа_NOUN научить_INFN свой_ADJF будущий_ADJF новый_ADJF подчинённый_ADJF воевать_INFN побеждать_INFN неглавный_ADJF воспитать_INFN привить_INFN имя_NOUN вера_NOUN правда_NOUN свой_ADJF дело_NOUN зажигать_INFN большой_ADJF любовь_NOUN россия_NOUN весь_ADJF разработка_NOUN проект_NOUN план_NOUN оставлять_VERB каппель_NOUN свободный_ADJF минута_NOUN,1,1,1,1
говорить_INFN гражданский_ADJF спортавто_NOUN респондент_NOUN вызывать_VERB восторг_NOUN желание_NOUN погонять_INFN зажигать_INFN,1,1,1,1
найти_VERB идеальный_ADJF дорога_NOUN решить_VERB зажигать_INFN помнить_VERB 333_NUMR лошадка_NOUN промчать_VERB очень_ADVB очень_ADVB быстро_ADVB значит_CONJ оттормаживаться_INFN нужно_PRED заранее_ADVB метр_NOUN хотя_CONJ первоклассный_ADJF тормозной_ADJF система_NOUN наготове_ADVB <NUM_UINT>-дюймовые_NUMR тормозной_ADJF диск_NOUN пара_NOUN <NUM_UINT>-х_NUMR <NUM_UINT>-х_NUMR поршневой_ADJF оппозитный_ADJF суппорт_NOUN спереди_ADVB сзади_ADVB соответственно_ADVB впечатлять_VERB,1,1,1,1
маска_NOUN зажигать_INFN новогодний_ADJF маскарад_NOUN хэллоуинский_ADJF ночь_NOUN друг_NOUN,1,1,1,1
продолжить_VERB свой_ADJF успешный_ADJF существование_NOUN абонемент_NOUN джаз_NOUN коктейль_NOUN невероятный_ADJF сплав_NOUN этнический_ADJF джазовый_ADJF мотив_NOUN творчество_NOUN коллектив_NOUN способный_ADJF зажигать_INFN любой_NPRO слушатель_NOUN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN,1,1,1,1
часто_ADVB её_ADJF услышать_INFN дискотека_NOUN знать_GRND основной_ADJF элемент_NOUN хаус_NOUN смочь_VERB зажигать_INFN танцполый_ADJS,1,1,1,1
педагогический_ADJF кредо_NOUN гореть_VERB зажигать_INFN,1,1,1,1
ярослав_NOUN зажигать_INFN следовать_VERB видеть_VERB,1,0,1,0
накануне_ADVB вечером_ADVB студентка_NOUN <NUM_UINT>-летняя_NUMR галина_NOUN новиков_NOUN <NUM_UINT>-летняя_NUMR мария_NOUN державин_NOUN отправиться_VERB зажигать_INFN ночной_ADJF клуб_NOUN рай_NOUN,1,0,1,0
маленький_COMP поразить_PRTS увидеть_VERB россиянка_NOUN зажигать_INFN импровизированный_ADJF дискотека_NOUN место_NOUN большой_ADJF счёт_NOUN заведение_NOUN предусмотреть_PRTS,1,1,1,1
вроде_PRCL зажигать_INFN порыв_NOUN вскоре_ADVB гасить_VERB узенький_ADJF шина_NOUN приветствовать_PRTF езда_NOUN небольшой_ADJF перегрузка_NOUN,1,0,1,0
николай_NOUN вечер_NOUN просто_PRCL удар_NOUN зажигать_INFN никто_NPRO наверное_ADVB ещё_ADVB видеть_VERB,1,1,1,1
зажигать_INFN зажигать_VERB заводить_VERB весь_ADJF публика_NOUN буквально_ADVB полуоборот_NOUN,1,1,1,1
сказать_INFN нечто_NPRO мыслить_VERB нечто_NPRO зажигать_INFN чувство_NOUN нечто_NPRO слагать_VERB мысль_NOUN выступать_VERB совершенно_ADVB определённо_ADVB оказываться_VERB присутствующий_ADJF сознание_NOUN,1,1,1,1
плодотворный_ADJS ощущение_NOUN мочь_PRTF например_CONJ побудитель_NOUN дело_NOUN любовь_NOUN зажигать_INFN поднимать_GRND самый_ADJF человечно_ADVB горячее_NOUN искренний_ADJF переживание_NOUN,1,1,1,0
зажигать_INFN мурманск_NOUN впервой_ADVB,1,0,1,1
хотеть_VERB идея_NOUN компания_NOUN применять_VERB бизнес_NOUN просто_PRCL необычный_ADJF великолепный_ADJF зажигать_INFN ум_NOUN сердце_NOUN вели_NOUN человек_NOUN покупка_NOUN заставлять_VERB думать_INFN становиться_INFN хороший_COMP 4_NUMR,1,1,1,1
почему_ADVB падение_NOUN атеистический_ADJF режим_NOUN зара_NOUN демократический_ADJF преобразование_NOUN страна_NOUN задуматься_VERB прежде_ADVB возродить_INFN традиция_NOUN вновь_ADVB зажигать_INFN человек_NOUN свет_NOUN знание_NOUN вера_NOUN,1,1,1,1
нужный_ADJS харизматичный_ADJF активный_ADJF человек_NOUN уметь_PRTF вести_INFN переговоры_NOUN сектор_NOUN продажа_NOUN гореть_PRTF идея_NOUN бизнес_NOUN способный_ADJF зажигать_INFN бизнес_NOUN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN способный_ADJF+зажигать_INFN,1,1,1,1
обучение_NOUN творчество_NOUN банальный_ADJF передача_NOUN информация_NOUN включение_NOUN внутренний_ADJF мотивация_NOUN нужно_PRED зажигать_INFN человек_NOUN,1,1,1,1
тренировка_NOUN становиться_VERB приятный_ADJF двигаться_VERB зажигать_INFN ритм_NOUN любимый_ADJF музыка_NOUN давать_VERB возможность_NOUN давать_VERB+возможность_NOUN давать_VERB+возможность_NOUN давать_VERB+возможность_NOUN,1,1,1,1
винный_ADJF селара_NOUN раб_NOUN вид_NOUN звёздный_ADJF небо_NOUN ждать_VERB знаменательный_ADJF коктейль_NOUN диджей_NOUN зажигать_INFN музыка_NOUN,1,1,1,1
спустя_PREP некоторый_ADJF время_NOUN вернуться_VERB николаев_NOUN костя_NOUN встретить_VERB улица_NOUN самый_ADJF друг_NOUN зажигать_INFN колхозный_ADJF барак_NOUN узнать_VERB институтский_ADJF музыкальный_ADJF группа_NOUN нужный_ADJS клавишник_NOUN некоторый_ADJF+время_NOUN некоторый_ADJF+время_NOUN некоторый_ADJF+время_NOUN,1,1,1,1
успех_NOUN таков_ADJS мочь_VERB скорее_CONJ вызвать_INFN уныние_NOUN понизить_INFN настроение_NOUN зажигать_INFN увлечь_INFN,1,1,1,1
южный_ADJF город_NOUN ночной_ADJF клуб_NOUN зажигать_INFN молодая_NOUN талантливый_ADJF диджей_NOUN денис_NOUN орлов_NOUN,1,1,1,1
каюта_NOUN выбрать_VERB стать_VERB оазис_NOUN спокойствие_NOUN изящный_ADJF убранство_NOUN умиротворять_PRTF атмосфера_NOUN круглосуточный_ADJF бесплатный_ADJF обслуживание_NOUN каюта_NOUN завтрак_NOUN обед_NOUN ужин_NOUN сервироваться_VERB основное_NOUN ресторан_NOUN шведский_ADJF стол_NOUN отведать_VERB стейк_NOUN альтернативный_ADJF ресторан_NOUN насладиться_VERB ужин_NOUN элегантный_ADJF итальянский_ADJF ресторан_NOUN посетить_VERB американский_ADJF ресторан_NOUN быстрый_ADJF обслуживание_NOUN взбираться_VERB наперегонки_ADVB стена_NOUN занятие_NOUN альпинизм_NOUN зажигать_INFN танцевальный_ADJF площадка_NOUN семейный_ADJF отдых_NOUN однообразный_ADJF множество_NOUN спортивный_ADJF площадка_NOUN позволять_VERB любитель_NOUN активный_ADJF образ_NOUN жизнь_NOUN потерять_INFN форма_NOUN время_NOUN круиз_NOUN остальной_ADJF гость_NOUN время_NOUN приобщиться_INFN спорт_NOUN переступать_GRND порог_NOUN современный_ADJF салон_NOUN фитнес_NOUN погрузиться_VERB мир_NOUN удовольствие_NOUN нега_NOUN образ_NOUN+жизнь_NOUN образ_NOUN+жизнь_NOUN образ_NOUN+жизнь_NOUN,1,1,1,1
подарок_NOUN зажигать_INFN чувство_NOUN,1,1,1,1
видеть_VERB здорово_INTJ уметь_VERB зажигать_INFN президент_NOUN чувашия_NOUN николай_NOUN василий_NOUN фёдоров_NOUN,1,1,1,1
ролик_NOUN дмитрий_NOUN анатолий_NOUN медведев_NOUN зажигать_INFN набрать_VERB 8_NUMR миллион_NOUN просмотр_NOUN,1,1,1,1
зажигать_INFN свеча_NOUN рука_NOUN начало_NOUN молиться_INFN зажигать_INFN+свеча_NOUN зажигать_INFN+свеча_NOUN зажигать_INFN+свеча_NOUN,1,1,1,1
