,index,class,sentid,lemmas,pos,concr,abstr
5009,5054,0,уколоть#160,"['сын', 'температура', 'сбить', 'зуб', 'мучать', 'день', 'ухо', 'стоять', 'спать', 'смотреть', 'стать', 'убежать', 'другой', 'комната', 'муж', 'макс', 'сынин', 'плач', 'стена', 'полезть', 'хотеть', 'остановить', 'врач', 'градусник', 'жаропонижающий', 'помогать', 'один', 'мучиться', 'понять', 'видеть', 'заплаканный', 'глаз', 'слеза', 'дикий', 'крик', 'венок', 'набухнуть', 'голова', 'крик', 'маманька', 'острый', 'надобность', 'начинать', 'ребенок', 'колоть', 'бесить', 'хотеться', 'сказать', 'идти', 'уколоться', 'терпеж', 'простить', 'ругать']","['A - gen sg plen m -', 'S anim gen', 'ADV', 'V pf praet indic', 'CONJ', 'ADV', 'V ipf praet indic', 'S inan acc', 'V pf - inf', ',', 'S inan acc', 'V ipf praet indic', 'NUM', 'S inan gen', 'НА', 'S inan loc', 'V ipf praet indic', 'PART', 'V ipf praet indic', 'ADV', 'SPRO', 'PART', 'V ipf - inf', 'PART', 'V pf praet indic', 'НА', 'S - acc', 'V pf praet indic', 'В', 'A - acc sg plen f -', 'S inan acc', 'S anim nom', 'V ipf praet indic', 'С', 'S inan gen', 'ОТ', 'A - gen sg plen m -', 'S inan gen', 'НА', 'S inan gen', 'V pf praet indic', ',', 'V ipf praet indic', 'V pf - inf', 'S anim acc', 'CONJ', 'ADV', 'ADV', 'ADV', 'NUM', 'V ipf praet indic', 'НА', 'S inan gen', 'A - acc pl plen - inan', 'PART', 'V ipf praet indic', 'PART', 'A - nom sg plen m -', '(', 'S - nom', 'V ipf praet indic', 'С', 'S inan ins', 'SPRO', 'V pf fut indic', '', 'SPRO', 'V ipf praet indic', 'A - nonflex nonflex plen - -', 'A - acc pl plen - inan', 'S inan acc', 'С', 'S inan loc', ',', 'A - nonflex nonflex plen - -', 'A - nom sg plen m -', 'S inan nom', ',', 'A - nonflex nonflex plen - -', 'S inan acc', 'PARTCP', 'НА', 'S inan loc', 'ИЗ-ЗА', 'S inan gen', 'CONJ', 'CONJ', 'S anim gen', 'БЕЗ', 'A - gen sg plen f -', 'S inan gen', 'V ipf praes indic', 'S anim acc', 'V ipf - inf', 'SPRO', 'V ipf praes indic', 'CONJ', 'V ipf praes indic', 'V pf - inf', '-', 'V ipf - imper', 'V pf - imper', 'A - nom pl plen - -', 'CONJ', 'SPRO', 'ADV', 'PART', 'В', 'S inan gen', 'A - nom pl plen - -', 'V pf fut indic', 'ЗА', 'V ipf - inf', '.']",0.2261178594007014,0.23790373293973924
5010,5055,0,уколоть#161,"['любознательный', 'виктория', 'взять', 'иголка', 'пальчик']","['ADV', 'A - nom sg plen f -', 'S anim nom', 'V pf praet indic', 'S inan acc', 'CONJ', 'V pf praet indic', 'SPRO', 'В', 'A - acc sg plen m inan', 'PART', 'S inan acc', '.']",0.22068403476714388,0.20420115438636172
5011,5056,0,уколоть#162,"['вдруг', 'почувствовать', 'укусить', 'правый', 'лопатка']","['ADV', 'SPRO', 'V pf praet indic', ',', 'CONJ', 'S - nom', '‑', 'PART', 'V pf praet indic', 'CONJ', 'V pf praet indic', 'SPRO', 'В', 'A - acc sg plen f -', 'S inan acc', '.']",0.2818966252256368,0.21419527332613741
5012,5057,0,уколоть#163,"['обратиться', 'суббота', 'утро', 'вета', 'клиника', 'шпу', 'сказать', 'поить', 'барий', 'ренген']","['V pf praet indic', 'В', 'S inan acc', 'S inan ins', 'В', 'S anim acc', 'S inan acc', 'V pf praet indic', 'CONJ', '-', 'S inan nonflex', 'CONJ', 'V pf praet indic', 'V ipf - inf', 'S inan ins', ',', 'ДЛЯ', 'S inan acc', '.']",0.2561421768744938,0.21480685748497805
5013,5058,0,уколоть#164,"['вечер', 'поехать', 'книника', 'сделать', 'капельница', 'физ', 'раствор', 'глюкоза', 'папаверин', 'сердечный', 'сказать', 'напоить', 'барий', 'предваритель', 'укол', 'цирукать', 'мл']","['S inan ins', 'V pf praet indic', 'В', 'S inan loc', 'S inan loc', ',', 'ADV', 'SPRO', 'V pf praet indic', 'S inan acc', 'С', 'S inan acc', 'S inan ins', ',', 'S inan acc', ',', 'V pf praet indic', 'S inan acc', 'CONJ', 'S - nom', 'A - nom sg plen n -', 'CONJ', 'ADV', 'V pf praet indic', 'V pf - inf', 'S inan ins', ',', 'S inan acc', 'S inan gen', 'V ipf praet indic', 'NUM', 'S inan nonflex', '.']",0.21702125131658392,0.19677188928962627
5014,5059,0,уколоть#165,"['броситься', 'злодейка', 'знать', 'острый', 'клюв', 'глаз']","['CONJ', 'V pf praet indic', 'НА', 'S anim acc', ',', 'V ipf - imper', ',', 'ADV', 'V pf fut indic', 'SPRO', 'A - ins sg plen m -', 'A - ins sg plen m -', 'S inan ins', 'PART', 'В', 'S inan acc', '!']",0.277471209005757,0.2162310001776829
5015,5060,0,уколоть#166,['палец'],"['-', 'SPRO', 'V pf praet indic', 'S inan acc', '.']",0.22326929337057444,0.2151398112608946
5016,5061,0,уколоть#167,['палец'],"['-', 'S - nom', 'S inan loc', 'PART', 'SPRO', 'V pf praet indic', 'S inan acc', '?']",0.20794705509090988,0.19874052523824925
5017,5062,0,уколоть#168,"['мазать', 'небольшой', 'ранка', 'жизнь', 'слава', 'бог', 'один', 'придтись', 'воспользоваться', 'помощь', 'палец', 'собирать', 'облепиха']","['NUM', 'S inan acc', 'SPRO', 'V ipf praet indic', 'SPRO', 'A - acc pl plen - inan', 'S inan acc', ',', 'A - nonflex nonflex plen - -', 'В', 'S inan loc', 'S inan nom', 'S anim dat', 'V ipf praet indic', 'ADV', ',', 'CONJ', 'A - nom sg plen m -', 'S inan nom', 'V pf praet indic', 'V pf - inf', 'A - nonflex nonflex plen - -', 'S inan ins', ',', 'CONJ', 'V pf praet indic', 'S inan acc', ',', 'V ipf praes ger', 'S inan acc', '.']",0.30170263535573844,0.18924084367070163
5018,5063,0,уколоть#169,"['крайний', 'случай', 'баралгин']","['PART', 'В', 'A - loc sg plen n -', 'S inan nom', 'V pf - imper', 'S anim nom', '.']",0.24888199213775838,0.22178740432498678
5019,5064,0,уколоть#171,"['внезапно', 'чувствовать', 'бедро', 'неприятно']","['ADV', 'V ipf praes indic', ',', 'CONJ', 'В', 'S inan acc', 'S - nom', 'ADV', 'V pf praet indic', '.']",0.2822398998288455,0.19859806564049964
5020,5065,0,уколоть#172,"['ежик', 'зашевелиться', 'зафыркать', 'таня', 'маленький', 'пальчик', 'острый', 'иголка']","['S anim nom', 'V pf praet indic', ',', 'V pf praet indic', 'НА', 'S anim acc', 'CONJ', 'V pf praet indic', 'A - nonflex nonflex plen - -', 'A - acc sg plen m inan', 'S inan acc', 'A - ins sg plen f -', 'S inan ins', '.']",0.22483282425844597,0.21186466211888613
5021,5066,0,уколоть#173,"['больница', 'идти', 'лежать', 'дома', 'неделя', 'настоять', 'повести', 'врач', 'выписать', 'алпрозол', 'посл', 'стать', 'ходить', 'слабость', 'большой', 'быстро', 'уставать']","['В', 'S inan loc', 'SPRO', 'S - ins', 'V pf praet indic', ',', 'CONJ', 'V ipf - inf', 'SPRO', 'ADV', 'PART', 'V ipf praet indic', ',', 'SPRO', 'V ipf praet indic', 'ADV', 'S inan acc', ',', 'SPRO', 'V pf praet indic', 'PART', 'S inan loc', 'CONJ', 'PART', 'SPRO', 'V pf praet indic', 'К', 'S anim dat', ',', 'SPRO', 'V pf praet indic', 'S inan acc', ',', 'S inan nom', '!', 'S - nonflex', 'SPRO', 'SPRO', 'V pf praet indic', 'V ipf - inf', ',', 'CONJ', 'S inan nom', 'V ipf praet indic', 'ADV', 'A - nom sg plen f -', ',', 'ADV', 'V ipf praet indic', '.']",0.23777265892413466,0.28039686744365394
5022,5067,0,уколоть#174,"['врач', 'заканчивать', 'предыдущий', 'пациент', 'десна', 'наркоз', 'начало', 'действовать']","['S anim nom', ',', 'CONJ', 'V ipf praet indic', 'С', 'A - ins sg plen m -', 'S anim ins', ',', 'SPRO', 'V pf praet indic', 'В', 'S inan acc', ',', 'CONJ', 'S inan nom', 'S inan gen', 'V ipf - inf', '.']",0.27178525439141293,0.19890859012417164
5023,5068,0,уколоть#175,"['достать', 'черный', 'вороний', 'перо', 'дэмьен', 'резкий', 'движение', 'девушка', 'палец', 'перевернуть', 'пергамент', 'медленно', 'выдавить', 'капля', 'кровь']","['V pf praet ger', 'A - acc sg plen n inan', 'A - acc sg plen n inan', 'S inan acc', ',', 'S anim nom', 'A - ins sg plen m -', 'S inan ins', 'V pf praet indic', 'S anim dat', 'S inan acc', ',', 'V pf praet indic', 'SPRO', 'НАД', 'S inan ins', 'CONJ', 'ADV', 'V pf praet indic', 'NUM', 'S inan gen', 'S inan gen', '.']",0.24286218199427925,0.20948798923666062
5024,5069,0,уколоть#176,"['взять', 'гладкий', 'ручка', 'себастиан', 'поднести', 'лист', 'палец', 'девушка', 'стилет']","['V pf praet ger', 'A - acc sg plen f -', 'S inan acc', 'В', 'A - acc sg plen f -', ',', 'S inan gen', 'V pf praet indic', 'SPRO', 'К', 'S inan dat', 'CONJ', 'V pf praet indic', 'S inan acc', 'S anim gen', 'S inan ins', ';']",0.22219637188122168,0.20239332482759514
5025,5070,0,уколоть#177,"['сказка', 'спать', 'красавица', 'злой', 'фея', 'предсказать', 'новорожденный', 'принцесса', 'шестнадцатилетний', 'возраст', 'палец', 'веретено', 'умереть', 'отец', 'король', 'немедленно', 'велеть', 'сжечь', 'сломать', 'королевство', 'уберечь', 'дочка']","['S - nom', 'V ipf praet indic', 'CONJ', 'В', 'S inan loc', 'О', 'PARTCP', 'S anim dat', ':', 'CONJ', 'A - nom sg plen f -', 'S anim nom', 'V pf praet indic', 'A - loc sg plen f -', 'S anim dat', ',', 'CONJ', 'SPRO', 'В', 'A - loc sg plen m -', 'S inan loc', 'V pf fut indic', 'S inan acc', 'О', 'S inan acc', 'CONJ', 'V pf fut indic', ',', 'S anim nom', '-', 'S anim nom', 'ADV', 'V pf praet indic', 'V pf - inf', 'CONJ', 'V pf - inf', 'A - acc pl plen - inan', 'S inan gen', 'В', 'S inan loc', ',', 'CONJ', 'V pf - inf', 'S anim acc', '.']",0.25919941574969596,0.2208120959701568
5026,5071,1,уколоть#178,"['поздно', 'мероприятие', 'подходить', 'конец', 'экскурсовод', 'присутствовать', 'никто', 'студент', 'поинтересоваться', 'спонсировать', 'строительство', 'расти', 'нога', 'знак-кавычки', 'знак-кавычки']","['ADV', ',', 'CONJ', 'S inan nom', 'V ipf praes indic', 'V ipf - inf', 'К', 'S inan dat', ',', 'A - nom sg plen m -', '«', 'S anim nom', '»', 'V pf fut indic', 'PARTCP', ',', 'CONJ', 'S - nom', 'ИЗ', 'S anim gen', 'PART', 'V pf praet indic', ',', 'S - nom', 'V ipf praes indic', 'S inan acc', 'CONJ', 'ADV', 'ADV', '«', 'V ipf praes indic', 'S inan acc', '»', '...']",0.2425666122614061,0.22017180468973657
5027,5072,1,уколоть#179,"['стейнер', 'передернуться', 'игла']","['S inan acc', 'V pf praet indic', 'ADV', ',', 'CONJ', 'SPRO', 'S inan ins', 'V pf praet indic', '.']",0.28077753225263635,0.19416386738518812
5028,5073,1,уколоть#180,"['человек', 'самолюбие', 'ближний', 'готовый', 'бить', 'топор', 'собственный', 'иголка', 'вопить']","['S anim nom', 'ADV', 'ADV', '-', 'ПО', 'S inan dat', 'S anim gen', 'A - - pl brev - -', 'V ipf - inf', 'S inan ins', ',', 'CONJ', 'CONJ', 'SPRO', 'A - acc sg plen n inan', 'S inan acc', 'V pf fut indic', 'S inan ins', ',', 'SPRO', 'V ipf praes indic', '.']",0.2793715216482492,0.21059450151617098
5029,5074,1,уколоть#181,"['тонкий', 'прежний', 'остром']","['–', 'ADV', ',', 'A comp - - plen - -', 'A - gen sg plen m -', ',', 'V pf praet indic', 'S anim nom', '.']",0.24736295571077674,0.21220161167958765
5030,5075,1,уколоть#182,"['должно', 'означать', 'совсем', 'понять', 'заноза', 'сердце']","['S - nom', 'S - nom', 'ADV', 'V ipf praet indic', 'V ipf - inf', ',', 'SPRO', 'PART', 'ADV', 'V pf praet indic', ',', 'CONJ', 'A - nom sg plen f -', 'S inan nom', 'PART', 'V pf praet indic', 'S inan acc', '.']",0.23011951013985804,0.21944870783490625
5031,5076,1,уколоть#183,"['отстраненность', 'заниматься', 'дело', 'рэндел', 'один', 'сторона', 'хрен', 'слушать']","['A - nom sg plen f -', 'S inan nom', ',', 'PARTCP', 'A - ins pl plen - -', 'S inan ins', 'S inan gen', 'С', 'A - gen sg plen f -', 'S inan gen', 'V pf praet indic', '–', 'A - gen sg plen n -', 'S inan gen', 'SPRO', 'SPRO', 'PART', 'V ipf praes indic', '?!']",0.2616861151328976,0.21756129397336402
5032,5077,1,уколоть#184,"['чуточку', 'расстроить']","['CONJ', 'S - nom', 'SPRO', 'PART', 'ADV', 'V pf praet indic', ',', 'CONJ', 'PART', 'V pf praet indic', '!']",0.2430528803590306,0.23688044411904347
5033,5078,1,уколоть#185,"['годлос', 'голос', 'самолюбие', 'наполнить', 'ветр', 'воздушный', 'шар', 'который', 'вырываться', 'буря', 'знак-кавычки']","['S anim acc', 'SPRO', 'A - acc pl plen - inan', ',', 'S inan gen', '«', 'S inan nom', '–', 'PART', 'PARTCP', 'S inan ins', 'A - acc sg plen m inan', 'S inan acc', ',', 'ИЗ', 'A - gen sg plen m -', 'V ipf praes indic', 'S inan nom', ',', 'CONJ', 'V pf fut indic', 'SPRO', '»']",0.27643671767672673,0.209135163799407
5034,5079,1,уколоть#186,"['аликс', 'мысль', 'сделать', 'допрос', 'знак-кавычки']","['S inan nom', 'V pf praet indic', 'S inan nom', ':', '«', 'CONJ', 'СО', 'SPRO', 'V pf fut indic', 'ПОСЛЕ', 'S inan gen', '?']",0.22852722276674675,0.21214600022268867
5035,5080,1,уколоть#187,"['почувствовать', 'женщина', 'хотеться', 'особенный', 'отношение', 'приятный', 'сознание', 'постоянный', 'обыденность', 'соседка', 'другой', 'этаж', 'знак-кавычки']","['SPRO', 'V pf praet indic', ',', 'CONJ', 'SPRO', 'S - nom', 'V pf praet indic', '-', 'PART', 'S anim dat', 'V ipf praes indic', '""', 'S - gen', '""', ',', 'A - gen sg plen m -', 'A - gen sg plen n -', 'S inan gen', ',', 'CONJ', 'PART', 'ADV', 'A - - sg brev n -', 'A - acc sg plen n -', 'S inan nom', 'A - gen sg plen f -', 'S inan gen', '-', 'PART', 'PART', 'SPRO', ',', 'ADV', 'S anim nom', 'С', 'A - gen sg plen m -', 'S inan gen', '.']",0.19265129740227355,0.18842477802944008
5036,5081,1,уколоть#188,"['говорить', 'стальной', 'леди', 'янтарный', 'край', 'министр', 'финансы', 'елена', 'матвеев', 'найти', 'ахиллесов', 'пята', 'депутат', 'слегка', 'рубль']","['…', 'V ipf praes indic', ',', 'A - nom sg plen f -', 'S anim nonflex', 'A - gen sg plen m -', 'S inan gen', 'S anim nom', 'S inan gen', 'S anim nom', 'S anim nom', 'PART', 'V pf praet indic', 'A - acc sg plen f -', 'S inan acc', 'S anim gen', 'CONJ', 'ADV', 'PART', 'V pf praet indic', 'S inan nom', '.']",0.2686809785516497,0.20947828649269562
5037,5082,1,уколоть#189,"['видный', 'красивый', 'выбрать', 'ефимья', 'андреевна']","['—', 'CONJ', 'A - acc sg plen m anim', 'CONJ', 'A - acc sg plen m anim', 'V pf praet indic', ',', '—', 'V pf praet indic', 'S anim nom', 'S anim nom', '.']",0.2850533345112433,0.20002640315216344
5038,5083,1,уколоть#190,"['приступать', 'обсуждение', 'проклятый', 'вопрос', 'должный', 'решить', 'хотеть', 'пребывать', 'комфортный', 'миф', 'раздражение', 'выискивать', 'слабый', 'место', 'автор', 'который', 'пессимистический', 'неправильный', 'вещь', 'самый', 'решать', 'собственный', 'психологический', 'проблема', 'понять', 'действительный', 'положение', 'дело', 'знак-кавычки', 'знак-кавычки']","['V ipf praes ger', 'К', 'S inan dat', '«', 'A - gen pl plen - -', 'S inan gen', '»', ',', 'SPRO', 'A - - pl brev - -', 'ДЛЯ', 'SPRO', 'V pf - inf', ',', 'S - gen', 'PART', 'SPRO', 'V ipf praes indic', ':', 'V ipf - inf', 'В', 'A - loc pl plen - -', 'ДЛЯ', 'SPRO', 'S inan loc', 'CONJ', 'С', 'S inan ins', 'V ipf - inf', 'A - acc pl plen - inan', 'S inan acc', 'У', 'S anim gen', ',', 'A - nom sg plen m -', 'SPRO', 'V pf praet indic', 'A - ins pl plen - -', 'A - ins pl plen - -', 'CONJ', '«', 'A - ins pl plen - -', '»', 'S inan ins', ',', 'S - ins', 'A - ins sg plen n -', 'V ipf praes ger', 'A - nom pl plen - -', 'A - nom pl plen - -', 'A - nom pl plen - -', 'S inan nom', ',', 'CONJ', 'V pf - inf', 'A - acc sg plen n inan', 'S inan acc', 'S inan gen', '.']",0.2459498817416312,0.24428982410357894
5039,5084,1,уколоть#191,"['миг', 'острый', 'зависть', 'сестра', 'олимпиада']","['НА', 'S inan acc', 'V pf praet indic', 'A - nom sg plen f -', 'S inan nom', 'К', 'S anim dat', 'S inan loc', '.']",0.20410678093766613,0.2092360050815254
5040,5085,1,уколоть#192,"['чувствительно', 'прошедший', 'время', 'глагол', 'суметь', 'знак-кавычки']","['SPRO', 'ADV', 'V pf praet indic', 'A - nom sg plen n -', 'S inan nom', 'S inan gen', ':', 'NUM', '«', 'PART', 'V pf praet indic', '»', '.']",0.29754280147040935,0.20771832987952388
5041,5086,1,уколоть#193,"['один', 'прекрасный', 'день', 'флинкс', 'тающий', 'мысленный', 'крик', 'достаточно', 'сильный', 'вернуться']","['-', 'В', 'A - acc sg plen m inan', 'A - acc sg plen m inan', 'S inan acc', ',', '-', 'V pf praet indic', 'S anim nom', 'A - acc sg plen m inan', 'A - acc sg plen m inan', 'S inan acc', ',', '-', 'SPRO', 'V ipf praes indic', 'ADV', 'A - gen sg plen f -', ',', 'CONJ', 'PART', 'V pf - inf', 'ЗА', 'SPRO', '.']",0.2531660071953775,0.24504429532665037
5042,5087,1,уколоть#194,"['неприятный', 'предчувствие']","['A - nom sg plen n -', 'S inan nom', 'V pf praet indic', 'A - nonflex nonflex plen - -', '.']",0.20215078805933884,0.23817329598639975
5043,5088,1,уколоть#195,"['мысль', 'уйти', 'поезд', 'грудь', 'остаться', 'непонятный', 'холод']","['S inan nom', 'V pf praet indic', 'CONJ', 'V pf praet indic', ',', 'CONJ', 'S inan nom', ',', 'CONJ', 'В', 'S inan loc2', 'V pf praet indic', 'A - nom sg plen m -', 'S inan nom', '.']",0.20923276150566947,0.22898319185329266
5044,5089,1,уколоть#196,"['почувствовать', 'настоящий', 'облегчение', 'дуглас', 'наконец', 'сказать', 'вместе', 'больно', 'знак-кавычки']","['SPRO', 'V pf praet indic', 'A - acc sg plen n inan', 'S inan acc', ',', 'CONJ', 'S anim nom', 'ADV', 'V pf praet indic', 'S - acc', ',', 'CONJ', 'ADV', 'С', 'S - ins', 'S - nom', '""', 'S - nom', '""', 'ADV', 'V pf praet indic', 'SPRO', '.']",0.21645500323695663,0.25213327414139286
5045,5090,1,уколоть#197,"['слово', 'больно']","['CONJ', 'A - nonflex nonflex plen - -', 'S inan gen', 'ADV', 'V pf praet indic', 'SPRO', '.']",0.22553524319630527,0.24493972281526677
5046,5091,1,уколоть#198,"['легендарный', 'аргентинец', 'диего', 'марадон', 'очередной', 'конкурент', 'право', 'называться', 'лучший', 'игрок', 'история', 'футбол', 'пел', 'знак-кавычки']","['A - nom sg plen m -', 'S anim nom', 'S anim nonflex', 'S anim nom', 'В', 'A - acc sg plen m inan', 'S inan acc', '«', 'V pf praet indic', '»', 'A - gen sg plen m -', 'S anim gen', 'ЗА', 'S inan acc', 'V ipf - inf', 'A supr ins sg plen m -', 'S anim ins', 'В', 'S inan loc', 'S inan gen', 'S anim ins', '.']",0.24964834518712872,0.21684812573378576
5047,5092,1,уколоть#199,"['тишина', 'сердце']","['S inan nom', 'V pf praet indic', 'В', 'S inan loc', '.']",0.20344506614664395,0.25794658445085383
5048,5093,1,уколоть#200,"['получить', 'виктор', 'нечаянный', 'искорка', 'который', 'неожиданность', 'больно', 'словно']","['CONJ', 'SPRO', 'V pf praet indic', 'ОТ', 'S anim gen', 'A - acc sg plen f inan', 'A - acc sg plen f -', 'S inan acc', ',', 'A - nom sg plen f -', 'A - gen sg plen f -', 'S inan ins', 'ADV', 'A - nonflex nonflex plen - -', 'V pf praet indic', '.']",0.1900625507732123,0.26046547617636967
5049,5094,1,уколоть#201,"['лайт', 'игла', 'несправедливость']","['–', 'S inan nom', 'V pf praet indic', 'S inan nom', 'S inan gen', '.']",0.2097007868762115,0.20385941768882898
5050,5095,1,уколоть#202,"['рюдзаки', 'смотреть', 'парочка', 'почувствовать', 'третий', 'лишний', 'снова', 'ревность']","['S anim nonflex', 'V ipf praet indic', 'НА', 'A - acc sg plen f -', 'S inan acc', ',', 'V pf praet ger', 'SPRO', 'A - ins sg plen m -', 'A - ins sg plen n -', ',', 'CONJ', 'A - nonflex nonflex plen - -', 'ADV', 'V pf praet indic', 'S inan nom', '.']",0.19663579631727945,0.20904690490585173
5051,5096,1,уколоть#203,"['рев', 'галя', 'язычок', 'острый', 'случай', 'ухажер', 'мама', 'отпроситься', 'провожать', 'знак-кавычки']","['SPRO', 'В', 'S inan acc', ',', 'CONJ', 'У', 'S anim gen', 'S inan acc', 'A - nom sg plen m -', ',', 'SPRO', 'ПРИ', 'S inan loc', 'CONJ', 'V pf praet indic', 'S anim acc', ':', '«', 'CONJ', 'SPRO', 'У', 'S anim gen', 'V pf praet indic', 'SPRO', 'V ipf - inf', '?', '»']",0.17105040115061018,0.2504770494026428
5052,5097,1,уколоть#204,"['давешний', 'иголочка', 'легонько', 'сердце']","['A - nom sg plen f -', 'S inan nom', 'ADV', 'ADV', 'V pf praet indic', 'В', 'S inan loc', '.']",0.22440996002435534,0.2543257393887484
5053,5098,1,уколоть#205,"['признаться', 'слово', 'обронить', 'хазиновый', 'драндулет', 'пребольно', 'самолюбие']","['ADV', 'V pf - inf', ',', 'CONJ', 'S inan nom', ',', 'PARTCP', 'A - loc sg plen f -', 'В', 'A - nonflex nonflex plen - -', 'S inan loc', ',', 'ADV', 'V pf praet indic', 'A - nom sg plen n -', 'S inan nom', '.']",0.18764153010400797,0.22349635938021953
5054,5099,1,уколоть#206,"['обидный', 'слово', 'выразить', 'тень', 'сомнение', 'дорога', 'идти', 'сын']","['ПРИ', 'S - loc', 'SPRO', 'ADV', 'PART', 'V pf praet indic', 'SPRO', 'A - ins sg plen n -', 'S inan ins', ',', 'PART', 'V pf praet indic', 'CONJ', 'S inan nom', 'S inan gen', '–', 'CONJ', 'A - gen sg plen f -', 'PART', 'S inan ins', 'V ipf praes indic', 'S anim nom', '?']",0.21174788350685214,0.21944693559509634
5055,5100,1,уколоть#207,"['позвонить', 'вечер', 'подумать', 'мысль', 'внезапно', 'ледяной', 'игла', 'самый', 'сердце', 'знать']","['“', 'V pf fut indic', 'S inan ins', '”', ',', '–', 'V pf praet indic', 'SPRO', ',', 'CONJ', 'A - nom sg plen f -', 'S inan nom', 'ADV', 'V pf praet indic', 'A - nonflex nonflex plen - -', 'A - ins sg plen f -', 'S inan ins', 'В', 'A - acc sg plen n inan', 'S inan acc', ':', 'S - nom', 'V ipf praes indic', ',', 'ADV', 'SPRO', 'V ipf praes indic', 'S inan ins', 'CONJ', 'V ipf praes indic', 'PART', 'ADV', '?']",0.21670768668311569,0.286632239804387
5056,5101,1,уколоть#208,"['шпилька', 'сторона', 'президент', 'премьер']","['S inan nom', 'В', 'S inan acc', 'S anim gen', ',', 'ADV', ',', 'V pf praet indic', 'S inan nom', '.']",0.2576234312708858,0.22489948350687294
5057,5102,1,уколоть#209,"['главное', 'жених', 'случай', 'невеста', 'знак-кавычки']","['CONJ', 'S inan nom', ',', 'CONJ', 'S anim nom', 'ADV', ',', 'ПРИ', 'S inan loc', ',', 'PART', '""', 'V pf praet indic', '""', 'S anim acc', '.']",0.20928873178573232,0.22437865653359607
5058,5103,1,уколоть#210,"['иоганн', 'больно', 'пренебрежительный', 'снисходительный', 'тон', 'генрих', 'легкость', 'который', 'недавний', 'друг', 'расставаться']","['S anim gen', 'ADV', 'V pf praet indic', 'A - - sg brev n -', '-', 'A - nom sg plen m -', 'S inan nom', 'S anim acc', ',', 'A - nom sg plen f -', 'S inan acc', ',', 'С', 'A - loc sg plen f -', 'A - nonflex nonflex plen - -', 'A - nom sg plen m -', 'S inan nom', 'V ipf praes indic', 'С', 'SPRO', '.']",0.23416874278617575,0.2518405388279515
5059,5104,1,уколоть#211,"['пример', 'юлия', 'тимошенко', 'глаз']","['CONJ', 'CONJ', 'S inan nom', 'S anim gen', 'S anim nonflex', 'SPRO', 'S inan acc', 'PART', 'V pf praet indic', '.']",0.20455415343240962,0.2225528428510405
5060,5105,1,уколоть#212,"['поражение', 'серьезно']","['A - acc sg plen n -', 'S inan nom', 'ADV', 'V pf praet indic', 'SPRO', '.']",0.22842211596815878,0.2560500839961928
5061,5106,1,уколоть#213,[],"['—', 'V pf praet indic', 'SPRO', 'SPRO', '.']",0.22061615986214833,0.2375779866961649
5062,5107,1,уколоть#214,"['впечатление', 'получать', 'удовольствие', 'больно', 'друг', 'друг', 'человек', 'другой', 'проблема', 'дело', 'заниматься', 'перемывание', 'косточка', 'самоедство']","['A - nom sg plen n -', 'S inan acc', ',', 'CONJ', 'SPRO', 'ADV', 'V ipf praes indic', 'S inan acc', 'ОТ', 'S - gen', ':', 'S - nom', 'ADV', 'V pf fut indic', 'S - nom', 'S anim acc', 'S anim nom', ',', 'PART', 'PART', 'У', 'SPRO', 'ADV', 'A - gen pl plen - -', 'S inan gen', 'CONJ', 'S inan gen', ',', 'CONJ', 'V ipf - inf', 'S inan ins', 'S inan gen', 'CONJ', 'S inan ins', '?']",0.2509357637236289,0.26034618070072246
5063,5108,1,уколоть#215,"['человек', 'смотреть', 'поджать', 'губа', 'говорить', 'опустить', 'глаз', 'долу', 'взглянуть', 'лицо', 'игла']","['A - nom sg plen m -', 'S anim nom', 'V ipf praet indic', 'НА', 'S anim gen', 'V pf praet ger', 'S inan acc', ',', 'CONJ', 'V ipf praet indic', 'С', 'SPRO', 'ADV', 'V pf praet ger', 'S inan acc', 'ADV', ',', 'CONJ', 'PART', 'V pf fut indic', 'В', 'S inan acc', '-', 'CONJ', 'CONJ', 'S inan ins', 'V pf fut indic', '.']",0.2213713780349256,0.25402189654089696
5064,5109,1,уколоть#216,"['замечание', 'слегка', 'обида', 'гнев', 'остаться', 'сила', 'время']","['S inan nom', 'ADV', 'V pf praet indic', ',', 'CONJ', 'НА', 'S inan gen', 'CONJ', 'S inan nom', 'PART', 'V pf praet indic', 'CONJ', 'S inan gen', ',', 'CONJ', 'S inan gen', '.']",0.22856513092911096,0.19924324761573206
5065,5110,1,уколоть#217,"['хорошо', 'мера', 'промурлыкать', 'оля', 'ледяной', 'банальность', 'фраза', 'самый', 'сердце']","['–', 'S - nom', 'ADV', 'В', 'S inan acc', ',', '–', 'V pf praet indic', 'S anim nom', ',', 'CONJ', 'A - nom sg plen f -', 'S inan acc', 'A - gen sg plen f -', 'S inan gen', 'V pf praet indic', 'A - nonflex nonflex plen - -', 'В', 'A - acc sg plen n inan', 'S inan acc', ':', 'PART', 'S - acc', '?']",0.2816888179214926,0.22013907867509125
5066,5111,1,уколоть#218,"['понять', 'проблема', 'натурщица']","['ADV', 'SPRO', 'V pf praet indic', ',', 'У', 'SPRO', 'ADV', 'S inan gen', 'С', 'S anim ins', ',', '-', 'V pf praet indic', 'SPRO', '.']",0.254777407490444,0.25518167053388763
