sent,verb,Class,sent_with_target
"Ответ: 1) Важно точно выкраивать детали (полоски). 2) При стачивании строго соблюдать требования стачного шва: ширина шва равномерная по всей длине , строчка ровная 3) Не надо сметывать полоски и при стачивании делать закрепки. 4) Необходимо каждый простроченный шов.",утюжить,0,"Ответ: 1) Важно точно выкраивать детали (полоски). 2) При стачивании строго соблюдать требования стачного шва: ширина шва равномерная по всей длине , строчка ровная 3) Не надо сметывать полоски и при стачивании делать закрепки. 4) Необходимо TARGET каждый простроченный шов."
"Чтобы изделия было легко , делать это необходимо, когда они еще немного влажные.",утюжить,0,"Чтобы изделия было легко TARGET , делать это необходимо, когда они еще немного влажные."
"Дело в том, что вязаные платья и трикотажные изделия, возбраняется разглаживать обыкновенным методом, потому, что может случиться видоизменение фактуры полотна вязки, вследствие чего изделие способно утратить собственный привлекательный вид или окончательно . Именно поэтому рекомендовано трикотажные товары с помощью «воздушной подушки» или вручную.",утюжить,0,"Дело в том, что вязаные платья и трикотажные изделия, возбраняется разглаживать обыкновенным методом, потому, что может случиться видоизменение фактуры полотна вязки, вследствие чего изделие способно утратить собственный привлекательный вид или окончательно . Именно поэтому рекомендовано TARGET трикотажные товары с помощью «воздушной подушки» или вручную."
Внутреннюю часть изделий нельзя .,утюжить,0,Внутреннюю часть изделий нельзя TARGET .
"В глазах Титова отразилась вся скорбь мира: «Теперь опять перестирывать, кипятить, !» 18.",утюжить,0,"В глазах Титова отразилась вся скорбь мира: «Теперь опять перестирывать, кипятить, TARGET !» 18."
"Чаще стирать постельное белье при температуре выше 60 градусов С, белье с двух сторон, боятся клещи ультрафиолетовых лучей и сухих помещений.",утюжить,0,"Чаще стирать постельное белье при температуре выше 60 градусов С, TARGET белье с двух сторон, боятся клещи ультрафиолетовых лучей и сухих помещений."
"Верхнюю деталь (лиф + рукава) по чертежу из ткани или трикотажа, можно связать крючком ст. б или ст. с. Нижняя вязанная часть собирается вкруговую из 13-ти полос, состоящих из мотивов.",выкраивать,0,"Верхнюю деталь (лиф + рукава) TARGET по чертежу из ткани или трикотажа, можно связать крючком ст. б или ст. с. Нижняя вязанная часть собирается вкруговую из 13-ти полос, состоящих из мотивов."
"Замечательные вещи получаются, когда из наборных полос для барджело не прямоугольные полоски, а конусы.",выкраивать,0,"Замечательные вещи получаются, когда из наборных полос для барджело TARGET не прямоугольные полоски, а конусы."
"Следующие советы и приемы помогут вам косые полоски для окантовок, обтачек, вытачных шнуров и других деталей легко и быстро.",выкраивать,0,"Следующие советы и приемы помогут вам TARGET косые полоски для окантовок, обтачек, вытачных шнуров и других деталей легко и быстро."
"И ещё, есть такая сказка, где купец интересовался, сколько шапок можно из овечьей шкуры.",выкраивать,0,"И ещё, есть такая сказка, где купец интересовался, сколько шапок можно TARGET из овечьей шкуры."
"Одновременно деталь крыла из флизелина – чтобы крыло выглядело объемным. 10) прострачиваем наши крылья, прорезаем небольшое отверстие, и выворачиваем крыло налицо. 11) пришиваем крылья вручную потайным швом. 12) делаем глазки нашей птичке из бисеринок или мелких бусинок. 13) последний штрих – клювик.",выкраивать,0,"Одновременно TARGET деталь крыла из флизелина – чтобы крыло выглядело объемным. 10) прострачиваем наши крылья, прорезаем небольшое отверстие, и выворачиваем крыло налицо. 11) пришиваем крылья вручную потайным швом. 12) делаем глазки нашей птичке из бисеринок или мелких бусинок. 13) последний штрих – клювик."
"Для отделки: кружево шириной 8 см ок. 4,5 м. Юбку на основе выкройки самой обычной юбки карандаш.",выкраивать,0,"Для отделки: кружево шириной 8 см ок. 4,5 м. Юбку TARGET на основе выкройки самой обычной юбки карандаш."
"Теперь яхта несла слишком мало парусов — штормовой стаксель, обликованный вокруг, был слишком полным и оказался бесполезным как лавировочный парус.",выкраивать,0,"Теперь яхта несла слишком мало парусов — штормовой стаксель, обликованный вокруг, был TARGET слишком полным и оказался бесполезным как лавировочный парус."
Но только я умею два левых рукава.,выкраивать,0,Но только я умею TARGET два левых рукава.
Затем оставьте припуск на шов и объем и можете .,выкраивать,0,Затем оставьте припуск на шов и объем и можете TARGET .
Большинство деталей кроватки из цельной древесины.,выкраивать,0,Большинство деталей кроватки TARGET из цельной древесины.
"Если речь идёт о лоскутном шитье, то следует тщательно продумать месторасположение всех предметов и из другой ткани детали для заполнения оставшегося пространства.",выкраивать,0,"Если речь идёт о лоскутном шитье, то следует тщательно продумать месторасположение всех предметов и TARGET из другой ткани детали для заполнения оставшегося пространства."
"Для этого нужно полиэтилен, кожу, согнуть металлическую ленту и обшить ее кожей.",выкраивать,0,"Для этого нужно TARGET полиэтилен, кожу, согнуть металлическую ленту и обшить ее кожей."
"Левую часть переда с припуском на заход застежки, равным 2 см, а правую - с припуском на шов 0,7 см.",выкраивать,0,"Левую часть переда TARGET с припуском на заход застежки, равным 2 см, а правую - с припуском на шов 0,7 см."
 две детали вместе с мешковиной кармана.,выкраивать,0,TARGET две детали вместе с мешковиной кармана.
"Спинку , как для варианта 1, но разрезать деталь выкройки - рукав и раздвинуть ее части для драпировки, как переднюю часть рукава (рисунок 293а).",выкраивать,0,"Спинку TARGET , как для варианта 1, но разрезать деталь выкройки - рукав и раздвинуть ее части для драпировки, как переднюю часть рукава (рисунок 293а)."
" кожу и полиэтилен, согнуть как надо металлическую ленту, обшив ее кожей, и аккуратно сшить все между собой.",выкраивать,0,"TARGET кожу и полиэтилен, согнуть как надо металлическую ленту, обшив ее кожей, и аккуратно сшить все между собой."
" нужное количество одинаковых деталей (допустим, что их 3) с припуском на швы 2 см.",выкраивать,0,"TARGET нужное количество одинаковых деталей (допустим, что их 3) с припуском на швы 2 см."
"Из обрезанной ткани пояс, прострочить его отделочной строчкой; возможно и другое оформление пояса в стиле плаща.",выкраивать,0,"Из обрезанной ткани TARGET пояс, прострочить его отделочной строчкой; возможно и другое оформление пояса в стиле плаща."
Деталь оформления деки также из картона.,выкраивать,0,Деталь оформления деки также TARGET из картона.
" 2 полосы картона, одну размером 25х4 см, вторую размером 25х6 см и с припусками.",выкраивать,0,"TARGET 2 полосы картона, одну размером 25х4 см, вторую размером 25х6 см и с припусками."
" 2 детали головки грифа, снизу делаем припуски.",выкраивать,0,"TARGET 2 детали головки грифа, снизу делаем припуски."
" картонную полосу длиной равной длине края головки грифа без низа, также с припусками.",выкраивать,0,"TARGET картонную полосу длиной равной длине края головки грифа без низа, также с припусками."
 из замши две полосы соответствующего размера: 25х4 и 25х6 см.,выкраивать,0,TARGET из замши две полосы соответствующего размера: 25х4 и 25х6 см.
"Она заливала тонким слоем жидкий латекс марки Ревультекс на горизонтально лежащее огромное стекло, давала жидкости засохнуть и таким образом получала листовой латекс, из которого потом детали будущего предмета одежды.",выкраивать,0,"Она заливала тонким слоем жидкий латекс марки Ревультекс на горизонтально лежащее огромное стекло, давала жидкости засохнуть и таким образом получала листовой латекс, из которого потом TARGET детали будущего предмета одежды."
" изнаночную сторону для подушки и сшиваем её с лицевой частью с трёх сторон, хорошо отутюживаем (я всё-таки решила укрепить вышивку флизелином).",выкраивать,0,"TARGET изнаночную сторону для подушки и сшиваем её с лицевой частью с трёх сторон, хорошо отутюживаем (я всё-таки решила укрепить вышивку флизелином)."
" из синего трикотажа 1 деталь переда лифа со сгибом, 2 детали спинки лифа и 2 детали рукавов с припусками шириной 0,5 см кроме нижних срезов рукавов.",выкраивать,0,"TARGET из синего трикотажа 1 деталь переда лифа со сгибом, 2 детали спинки лифа и 2 детали рукавов с припусками шириной 0,5 см кроме нижних срезов рукавов."
" из белого шелка 4 детали воротника с припусками шириной 0,5 см.",выкраивать,0,"TARGET из белого шелка 4 детали воротника с припусками шириной 0,5 см."
 из синего трикотажа 1 деталь со сгибом обтачки горловины с припусками только по внутреннему срезу.,выкраивать,0,TARGET из синего трикотажа 1 деталь со сгибом обтачки горловины с припусками только по внутреннему срезу.
У варианта В очень красиво смотрятся по косой детали из ткани в клетку.,выкраивать,0,У варианта В очень красиво смотрятся TARGET по косой детали из ткани в клетку.
 из красной искусственной кожи 2 стельки (см. схему 3 для 37-го размера ноги) и 2 полоски 70 х 2 см из кожи коричневого цвета.,выкраивать,0,TARGET из красной искусственной кожи 2 стельки (см. схему 3 для 37-го размера ноги) и 2 полоски 70 х 2 см из кожи коричневого цвета.
"Из полиэтиленовых пленок, имеющихся у нас в достатке, девушки некое подобие гидрокостюмов.",выкраивать,0,"Из полиэтиленовых пленок, имеющихся у нас в достатке, девушки TARGET некое подобие гидрокостюмов."
 из заготовок детали сумки : две спинки и два кармана.,выкраивать,0,TARGET из заготовок детали сумки : две спинки и два кармана.
"Не забудьте посередине “корешок”, т. оставить место для пришивания листов (для 3-х листов я оставила 4 см).",выкраивать,0,"Не забудьте TARGET посередине “корешок”, т. оставить место для пришивания листов (для 3-х листов я оставила 4 см)."
Тех же размеров подкладку и дублерин.,выкраивать,0,Тех же размеров TARGET подкладку и дублерин.
"Я на омыватель фар ставил второй родной бачок от Фьюжика , рядом с первым из металла ( жесть) подкладку под него и крепил на балку, крылья жестяной прокладки , прокладку обтягивал термоусадкой.",выкраивать,0,"Я на омыватель фар ставил второй родной бачок от Фьюжика , рядом с первым TARGET из металла ( жесть) подкладку под него и крепил на балку, крылья жестяной прокладки , прокладку обтягивал термоусадкой."
"Из ткани квадрат 39*39 см, обрезаем его строго по клеткам канвы.",выкраивать,0,"Из ткани TARGET квадрат 39*39 см, обрезаем его строго по клеткам канвы."
Косые бейки удобнее всего роликовым ножом на плотной подложке и с использованием длинной линейки.,выкраивать,0,Косые бейки удобнее всего TARGET роликовым ножом на плотной подложке и с использованием длинной линейки.
"Берем плотную белую бязь, из нее детали, прострачиваем на машинке.",выкраивать,0,"Берем плотную белую бязь, TARGET из нее детали, прострачиваем на машинке."
"Для того чтобы не было перекоса вышивки во время работы и после стирки, надо и располагать вышивку всегда по долевой нити независимо от того, горизонтальная будет картина или вертикальная!",выкраивать,0,"Для того чтобы не было перекоса вышивки во время работы и после стирки, надо TARGET и располагать вышивку всегда по долевой нити независимо от того, горизонтальная будет картина или вертикальная!"
"Увидев его, Пьер встал и, отложив в сторону кусок кожи, из которой он перед этим привычным движением заготовку для фартука, предложил гостю табурет.",выкраивать,0,"Увидев его, Пьер встал и, отложив в сторону кусок кожи, из которой он перед этим привычным движением TARGET заготовку для фартука, предложил гостю табурет."
"Если прокладка шнура предусмотрена, нужно продекатировать его, прежде чем полоски для окантовки.",выкраивать,0,"Если прокладка шнура предусмотрена, нужно продекатировать его, прежде чем TARGET полоски для окантовки."
"Пластину обрезают с некоторым запасом по сравнению с величиной рисунка, а затем простую открытую коробку.",выкраивать,0,"Пластину обрезают с некоторым запасом по сравнению с величиной рисунка, а затем TARGET простую открытую коробку."
Довольно большие лоскуты можно из кожи голени или бедра другой нижней конечности без функциональных расстройств на донорских местах.,выкраивать,0,Довольно большие лоскуты можно TARGET из кожи голени или бедра другой нижней конечности без функциональных расстройств на донорских местах.
Измерить ширину открытых участков стены вблизи углов и из обоев детали нужных размеров.,выкраивать,0,Измерить ширину открытых участков стены вблизи углов и TARGET из обоев детали нужных размеров.
"Соседнее полотно с другой стороны стены надо таким образом, чтобы оно на 2 см заходило за угол.",выкраивать,0,"Соседнее полотно с другой стороны стены надо TARGET таким образом, чтобы оно на 2 см заходило за угол."
" на каждый тюльпан, который собираемся сшить по 3 детали бутона, 2 детали листа и 1 деталь стебля.",выкраивать,0,"TARGET на каждый тюльпан, который собираемся сшить по 3 детали бутона, 2 детали листа и 1 деталь стебля."
"Для окантовки потребуются полоски ткани, по прямой, если окантовка будет проходить по прямой стороне, и по косой, если нужно будет обработать углы.",выкраивать,0,"Для окантовки потребуются полоски ткани, TARGET по прямой, если окантовка будет проходить по прямой стороне, и по косой, если нужно будет обработать углы."
 подкладку по размеру чуть меньше размера майки.,выкраивать,0,TARGET подкладку по размеру чуть меньше размера майки.
"Мешочный фильтр шьют из белой фланели или бязи, его из двух кусков материи в форме треугольника длиной 25 сантиметров при ширине открытого конца 20 сантиметров и закрытого - 2 сантиметра.",выкраивать,0,"Мешочный фильтр шьют из белой фланели или бязи, TARGET его из двух кусков материи в форме треугольника длиной 25 сантиметров при ширине открытого конца 20 сантиметров и закрытого - 2 сантиметра."
"Основа передней части доспеха (без сомнений, задняя часть имела аналогичный покрой) из четырех частей, две детали формируют нагрудник и две детали подол.",выкраивать,0,"Основа передней части доспеха (без сомнений, задняя часть имела аналогичный покрой) TARGET из четырех частей, две детали формируют нагрудник и две детали подол."
"Покроя с 5 карманами, пояс слегка закругленным, со шлевками для ремня.",выкраивать,0,"Покроя с 5 карманами, пояс TARGET слегка закругленным, со шлевками для ремня."
Натяжные потолки Черутти можно самостоятельно из большего по размеру отреза или из рулона.,выкраивать,0,Натяжные потолки Черутти можно TARGET самостоятельно из большего по размеру отреза или из рулона.
"Ваш глаз как-то догадывается, что все эти вещи из той же ткани, что и виды снаружи, и не обращает внимания на свидетельство ярлыков.",выкраивать,0,"Ваш глаз как-то догадывается, что все эти вещи TARGET из той же ткани, что и виды снаружи, и не обращает внимания на свидетельство ярлыков."
Готовую вышивку отутюжить с изнаночной стороны через влажную ткань и строго по клеточкам детали нужных размеров.,выкраивать,0,Готовую вышивку отутюжить с изнаночной стороны через влажную ткань и строго по клеточкам TARGET детали нужных размеров.
 центральный квадрат и нарезаем полоски для боковых сторон.,выкраивать,0,TARGET центральный квадрат и нарезаем полоски для боковых сторон.
"Портные вышивали плащи, другие занимались плетением сетей, расписывали подушки, сандалии; рабочие из Египта полировали раковиной папирус, челнок ткачей неустанно щелкал, наковальни оружейных мастеров звонко гудели.",выкраивать,0,"Портные вышивали плащи, другие занимались плетением сетей, расписывали подушки, TARGET сандалии; рабочие из Египта полировали раковиной папирус, челнок ткачей неустанно щелкал, наковальни оружейных мастеров звонко гудели."
"Кроим два квадрата (20х20 см), три детали (20х10 см), которые будут боками и дном сумки (если материал позволяет, можно сделать одну деталь 60х10 см), и, наконец, клапан (20х18 см).",выкраивать,0,"Кроим два квадрата (20х20 см), три детали (20х10 см), которые будут боками и дном сумки (если материал позволяет, можно сделать одну деталь 60х10 см), и, наконец, TARGET клапан (20х18 см)."
"После чего такие же размеры деталей (кроме клапана, который я делал однослойным) из прокладочного и подкладочного материала.",выкраивать,0,"После чего TARGET такие же размеры деталей (кроме клапана, который я делал однослойным) из прокладочного и подкладочного материала."
"Внимание : если в раскрое указаны две детали, то их нужно в зеркальном отображении.",выкраивать,0,"Внимание : если в раскрое указаны две детали, то TARGET их нужно в зеркальном отображении."
 из флиса дополнительного цвета ещё 2 детали ушек (в зеркальном отображении).,выкраивать,0,TARGET из флиса дополнительного цвета ещё 2 детали ушек (в зеркальном отображении).
" из ткани, предназначенной для основы тридцать квадратов стороной 30,6 см.",выкраивать,0,"TARGET из ткани, предназначенной для основы тридцать квадратов стороной 30,6 см."
"Так, например, если наша подушка 70х70 см и высотой 15 см, то необходимо квадрат (5+15+70+15+5=110 см) 110х110 см.",выкраивать,0,"Так, например, если наша подушка 70х70 см и высотой 15 см, то необходимо TARGET квадрат (5+15+70+15+5=110 см) 110х110 см."
К тому же из одного ствола удавалось « » не более десятка изделий.,выкраивать,0,К тому же из одного ствола удавалось « TARGET » не более десятка изделий.
"Из ткани для изнаночной стороны 2 прямоугольника размером 19х34 см и на расстоянии 2 см от срезов выполнить средний шов, оставляя посередине открытым отрезок длиной 25 см для молнии.",выкраивать,0,"Из ткани для изнаночной стороны TARGET 2 прямоугольника размером 19х34 см и на расстоянии 2 см от срезов выполнить средний шов, оставляя посередине открытым отрезок длиной 25 см для молнии."
"Для этого на небной поверхности в области дефекта обратным косым разрезом полный лоскут во всю толщину, сохраняя целостность ткани в области межзубного промежутка.",выкраивать,0,"Для этого на небной поверхности в области дефекта обратным косым разрезом TARGET полный лоскут во всю толщину, сохраняя целостность ткани в области межзубного промежутка."
"Из лодена деталь нужного размера, срезы отвернуть на лицевую сторону на ширину 2,5 см и настрочить.",выкраивать,0,"Из лодена TARGET деталь нужного размера, срезы отвернуть на лицевую сторону на ширину 2,5 см и настрочить."
"Таким образом, придерживаясь требуемых направлений укладки по утку или основе, можно из любого участка нужные детали.",выкраивать,0,"Таким образом, придерживаясь требуемых направлений укладки по утку или основе, можно из любого участка TARGET нужные детали."
1) Из пестрой ткани две детали комбинезона.,выкраивать,0,1) Из пестрой ткани TARGET две детали комбинезона.
Из хлопчатобумажной ткани в полоску прямоугольник размером 72 х 40 см для основной части сумки и круг диаметром 22 см для дна сумки.,выкраивать,0,Из хлопчатобумажной ткани в полоску TARGET прямоугольник размером 72 х 40 см для основной части сумки и круг диаметром 22 см для дна сумки.
 также карман размером 14 х 16 см и 2 детали клапана кармана размером по 14 х 7 см.,выкраивать,0,TARGET также карман размером 14 х 16 см и 2 детали клапана кармана размером по 14 х 7 см.
"Тёмно сарафан из фабричной ткани с выработкой искусно , так чтобы не топорщился на груди.",выкраивать,0,"Тёмно сарафан из фабричной ткани с выработкой искусно TARGET , так чтобы не топорщился на груди."
Их можно из уже бывших в употреблении больших простыней.,выкраивать,0,Их можно TARGET из уже бывших в употреблении больших простыней.
"Клиновой метод – используется для фиксации как ПВХ, так и бесшовного полиэстерного полотна. - Произвести замер помещения. - полотно немного большего размера, чем измеренная площадь. - Установить багет от нижнего угла потолка. - Нагреть полотно, зажать по периметру багета клиновым распорным профилем. - Удалить излишки материала.",выкраивать,0,"Клиновой метод – используется для фиксации как ПВХ, так и бесшовного полиэстерного полотна. - Произвести замер помещения. - TARGET полотно немного большего размера, чем измеренная площадь. - Установить багет от нижнего угла потолка. - Нагреть полотно, зажать по периметру багета клиновым распорным профилем. - Удалить излишки материала."
"Прежде, чем полосы, нужно определиться с размером.",выкраивать,0,"Прежде, чем TARGET полосы, нужно определиться с размером."
Из теста кружки размером 10 см в диаметре.,выкраивать,0,Из теста TARGET кружки размером 10 см в диаметре.
"Наволочку , срезы обметать зигзгообразной строчкой.",выкраивать,0,"Наволочку TARGET , срезы обметать зигзгообразной строчкой."
"Прежде чем детали из прокладочного материала, его также следует продекатировать.",выкраивать,0,"Прежде чем TARGET детали из прокладочного материала, его также следует продекатировать."
Все эти детали можно из ткани другого цвета.,выкраивать,0,Все эти детали можно TARGET из ткани другого цвета.
" две детали вместе с бейкой, сместив середину спинки от края ткани на 6 см.",выкраивать,0,"TARGET две детали вместе с бейкой, сместив середину спинки от края ткани на 6 см."
 вставки под встречные складки шириной 12 см.,выкраивать,0,TARGET вставки под встречные складки шириной 12 см.
 по изготовленной выкройке аналогично варианту 4 (рисунок 450а).,выкраивать,0,TARGET по изготовленной выкройке аналогично варианту 4 (рисунок 450а).
"Середину спинки приложить к сгибу ткани или сместить от него для рельефной линии на 2 см и деталь с припусками на швы: по боковому срезу 1,5 см, по линии кокетки 2 см.",выкраивать,0,"Середину спинки приложить к сгибу ткани или сместить от него для рельефной линии на 2 см и TARGET деталь с припусками на швы: по боковому срезу 1,5 см, по линии кокетки 2 см."
 на сложенной вдвое ткани две детали.,выкраивать,0,TARGET на сложенной вдвое ткани две детали.
" по две детали с припуском на швы по всем срезам 1,5 см, а по отлетной части клапана - 0,7 см.",выкраивать,0,"TARGET по две детали с припуском на швы по всем срезам 1,5 см, а по отлетной части клапана - 0,7 см."
Из-за ограниченного пространства мастерской в подвале большинство крупногабаритных фанерных деталей для бокса пришлось в размер на рынке пиломатериалов.,выкраивать,0,Из-за ограниченного пространства мастерской в подвале большинство крупногабаритных фанерных деталей для бокса пришлось TARGET в размер на рынке пиломатериалов.
"Корпус из листовой стали толщиной 0,6-1мм.",выкраивать,0,"Корпус TARGET из листовой стали толщиной 0,6-1мм."
Детали с узкими припусками на швы.,выкраивать,0,Детали TARGET с узкими припусками на швы.
Кольчужную рубаху теперь с высоким воротником.,выкраивать,0,Кольчужную рубаху TARGET теперь с высоким воротником.
Из бумаги делаем выкройку птицы и две детали из флиса.,выкраивать,0,Из бумаги делаем выкройку птицы и TARGET две детали из флиса.
Юбка клиньями по спирали.,выкраивать,0,Юбка TARGET клиньями по спирали.
Для облегчения веса сумки межсекционные детали лучше из куска капрона или болония размером 31х52 см.,выкраивать,0,Для облегчения веса сумки межсекционные детали лучше TARGET из куска капрона или болония размером 31х52 см.
"Если воротник обрабатывают с прокладкой с полиамидной пропиткой, не обладающей клеевой способностью, верхний воротник в концах шире нижнего на 0,8—1 см с каждой стороны.",выкраивать,0,"Если воротник обрабатывают с прокладкой с полиамидной пропиткой, не обладающей клеевой способностью, верхний воротник в концах TARGET шире нижнего на 0,8—1 см с каждой стороны."
"Особенностью является то, что обтачки под углом 45° к нитям основы или по форме прореза карманов.",выкраивать,0,"Особенностью является то, что обтачки TARGET под углом 45° к нитям основы или по форме прореза карманов."
Из тюля квадраты со стороной 10 см.,выкраивать,0,Из тюля TARGET квадраты со стороной 10 см.
Полотнище дерматина точно по размерам двери.,выкраивать,0,Полотнище дерматина TARGET точно по размерам двери.
Вместо трех четыре полосы шириной 140 мм и прибивают их к каждой стороне дверной коробки.,выкраивать,0,Вместо трех TARGET четыре полосы шириной 140 мм и прибивают их к каждой стороне дверной коробки.
"Набор обрезков, фонов, месиво выкроек, из которых непонятно что , линии наползают друг на друга.",выкраивать,0,"Набор обрезков, фонов, месиво выкроек, из которых непонятно что TARGET , линии наползают друг на друга."
Подкладочное полотно по длине и ширине штор в законченном виде плюс 6 см на каждую кулиску по длине штор.,выкраивать,0,Подкладочное полотно TARGET по длине и ширине штор в законченном виде плюс 6 см на каждую кулиску по длине штор.
" все детали «сендвича» (спинку, полочки, рукава) и складываем в задуманной последовательности, начиная с самого нижнего слоя.",выкраивать,0,"TARGET все детали «сендвича» (спинку, полочки, рукава) и складываем в задуманной последовательности, начиная с самого нижнего слоя."
"Полотна обоев из рулонов таким образом, чтобы они соответствовали ширине потолка с учетом напуска на стены (15-20 мм) и усадки полотнища (которое после намазывания клеем может ""сесть"" примерно на 0,5% своей длины).",выкраивать,0,"Полотна обоев TARGET из рулонов таким образом, чтобы они соответствовали ширине потолка с учетом напуска на стены (15-20 мм) и усадки полотнища (которое после намазывания клеем может ""сесть"" примерно на 0,5% своей длины)."
"С целью экономии ткани допускается третью деталь длиной не по всей длине складки, а только под нестачанную часть (рис. 6,ж).",выкраивать,0,"С целью экономии ткани допускается TARGET третью деталь длиной не по всей длине складки, а только под нестачанную часть (рис. 6,ж)."
"Переднюю часть колпачка (деталь №2 , см. чертеж колпачка) с припуском на отворот.",выкраивать,0,"Переднюю часть колпачка (деталь №2 , см. чертеж колпачка) TARGET с припуском на отворот."
"Благодаря лазерной резке металла можно нужную форму даже из легкодеформируемых и нежестких видов металла, которые невозможно обработать механическим способом без повреждений.",выкраивать,0,"Благодаря лазерной резке металла можно TARGET нужную форму даже из легкодеформируемых и нежестких видов металла, которые невозможно обработать механическим способом без повреждений."
